"Venavanka","Venavanka","18.3975","79.3878","India","IN","IND","Telangana","","7920","1356989620"
"Laitila","Laitila","60.8792","21.6931","Finland","FI","FIN","Varsinais-Suomi","minor","8520","1246064059"
"East Grand Forks","East Grand Forks","47.9284","-97.0138","United States","US","USA","Minnesota","","8535","1840007700"
"Rangampeta","Rangampeta","17.0820","81.9880","India","IN","IND","Andhra Pradesh","","7983","1356071340"
"Mansfield","Mansfield","40.0854","-74.7149","United States","US","USA","New Jersey","","8533","1840081639"
"Bridgewater","Bridgewater","44.3700","-64.5200","Canada","CA","CAN","Nova Scotia","","8532","1124736310"
"Talambote","Talambote","35.2500","-5.1833","Morocco","MA","MAR","Tanger-Tétouan-Al Hoceïma","","8481","1504782233"
"Ottobeuren","Ottobeuren","47.9414","10.2994","Germany","DE","DEU","Bavaria","","8381","1276049711"
"Decimomannu","Decimomannu","39.3112","8.9703","Italy","IT","ITA","Sardegna","","8234","1380640999"
"Janzé","Janze","47.9606","-1.4992","France","FR","FRA","Bretagne","","8329","1250871430"
"Santa Isabel do Ivaí","Santa Isabel do Ivai","-23.0053","-53.1878","Brazil","BR","BRA","Paraná","","8523","1076463310"
"Rodalkundi","Rodalkundi","15.6774","76.7754","India","IN","IND","Karnātaka","","8260","1356414292"
"Guaraçaí","Guaracai","-21.0283","-51.2067","Brazil","BR","BRA","São Paulo","","8525","1076853685"
"Park Hills","Park Hills","37.8211","-90.5050","United States","US","USA","Missouri","","8529","1840009857"
"Yarmouth","Yarmouth","43.7978","-70.1719","United States","US","USA","Maine","","8529","1840053071"
"Nova Glória","Nova Gloria","-15.1428","-49.5708","Brazil","BR","BRA","Goiás","","8508","1076435381"
"Meßkirch","Messkirch","47.9928","9.1125","Germany","DE","DEU","Baden-Württemberg","","8418","1276541566"
"Sadanga","Sadanga","17.1667","121.0333","Philippines","PH","PHL","Mountain","","8427","1608207588"
"Lochgelly","Lochgelly","56.1282","-3.3111","United Kingdom","GB","GBR","Fife","","7320","1826860287"
"Fermignano","Fermignano","43.6766","12.6450","Italy","IT","ITA","Marche","","8482","1380549467"
"Laurel","Laurel","45.6735","-108.7707","United States","US","USA","Montana","","8526","1840019900"
"Edgemere","Edgemere","39.2273","-76.4590","United States","US","USA","Maryland","","8526","1840005674"
"Divjakë","Divjake","40.9964","19.5327","Albania","AL","ALB","Fier","","8445","1008489904"
"Freistadt","Freistadt","48.5117","14.5061","Austria","AT","AUT","Oberösterreich","minor","7909","1040267648"
"Southampton","Southampton","40.0249","-77.5460","United States","US","USA","Pennsylvania","","8523","1840146372"
"Berg","Berg","47.9675","11.3558","Germany","DE","DEU","Bavaria","","8296","1276450024"
"Ergué-Gabéric","Ergue-Gaberic","47.9961","-4.0225","France","FR","FRA","Bretagne","","8313","1250033284"
"Dirksland","Dirksland","51.7500","4.1000","Netherlands","NL","NLD","Zuid-Holland","","8408","1528662007"
"San Damiano d’Asti","San Damiano d'Asti","44.8344","8.0647","Italy","IT","ITA","Piedmont","","8347","1380009161"
"Morrisville","Morrisville","40.2074","-74.7800","United States","US","USA","Pennsylvania","","8521","1840001326"
"Rawlins","Rawlins","41.7849","-107.2265","United States","US","USA","Wyoming","","8521","1840020094"
"Cabezón de la Sal","Cabezon de la Sal","43.3075","-4.2325","Spain","ES","ESP","Cantabria","","8273","1724859017"
"Laanoussar","Laanoussar","33.6833","-4.8167","Morocco","MA","MAR","Fès-Meknès","","8501","1504953318"
"Negreşti","Negresti","46.8403","27.4417","Romania","RO","ROU","Vaslui","","8380","1642692069"
"Tizoual","Tizoual","30.9925","-7.8167","Morocco","MA","MAR","Souss-Massa","","8489","1504928212"
"Saint-Gilles-Croix-de-Vie","Saint-Gilles-Croix-de-Vie","46.6975","-1.9444","France","FR","FRA","Pays de la Loire","","7759","1250003596"
"Kottūru","Kotturu","18.7667","83.8833","India","IN","IND","Andhra Pradesh","","8209","1356374523"
"Narrabri","Narrabri","-30.3317","149.7678","Australia","AU","AUS","New South Wales","","7606","1036714493"
"Succasunna","Succasunna","40.8507","-74.6596","United States","US","USA","New Jersey","","8514","1840024235"
"Ouderkerk aan de Amstel","Ouderkerk aan de Amstel","52.2972","4.9117","Netherlands","NL","NLD","Noord-Holland","minor","8200","1528993814"
"Airola","Airola","41.0587","14.5592","Italy","IT","ITA","Campania","","8390","1380330190"
"Plumsted","Plumsted","40.0468","-74.4852","United States","US","USA","New Jersey","","8513","1840081609"
"Kethepalli","Kethepalli","17.1907","79.4468","India","IN","IND","Telangana","","8193","1356820381"
"Villafranca Tirrena","Villafranca Tirrena","38.2333","15.4333","Italy","IT","ITA","Sicilia","","8469","1380183849"
"Perryton","Perryton","36.3930","-100.7976","United States","US","USA","Texas","","8512","1840020379"
"Bordesholm","Bordesholm","54.1833","10.0167","Germany","DE","DEU","Schleswig-Holstein","","7749","1276025871"
"Dūpādu","Dupadu","15.9167","79.3667","India","IN","IND","Andhra Pradesh","","8271","1356804954"
"Chandipur","Chandipur","22.0528","88.2911","India","IN","IND","West Bengal","","6982","1356673781"
"Closter","Closter","40.9733","-73.9604","United States","US","USA","New Jersey","","8511","1840003538"
"Le Loroux-Bottereau","Le Loroux-Bottereau","47.2381","-1.3492","France","FR","FRA","Pays de la Loire","","8327","1250836872"
"Barra de São Miguel","Barra de Sao Miguel","-9.8333","-35.9000","Brazil","BR","BRA","Alagoas","","8401","1076702255"
"Māliāra","Maliara","23.4750","87.2230","India","IN","IND","West Bengal","","7918","1356836132"
"St. Johns","St. Johns","43.0005","-84.5555","United States","US","USA","Michigan","","8510","1840003076"
"Trooz","Trooz","50.5667","5.6833","Belgium","BE","BEL","Wallonia","","8172","1056040625"
"Ait Ali Mimoune","Ait Ali Mimoune","33.7808","-5.7822","Morocco","MA","MAR","Rabat-Salé-Kénitra","","8486","1504129497"
"Khandaghosh","Khandaghosh","23.2091","87.6983","India","IN","IND","West Bengal","","7717","1356017128"
"Terrace Heights","Terrace Heights","46.6024","-120.4482","United States","US","USA","Washington","","8507","1840018465"
"Siegsdorf","Siegsdorf","47.8234","12.6434","Germany","DE","DEU","Bavaria","","8355","1276458922"
"Barra do Sul","Barra do Sul","-26.4558","-48.6119","Brazil","BR","BRA","Santa Catarina","","8430","1076000413"
"Wörrstadt","Worrstadt","49.8431","8.1156","Germany","DE","DEU","Rhineland-Palatinate","","8027","1276807960"
"Kingscliff","Kingscliff","-28.2617","153.5769","Australia","AU","AUS","New South Wales","","7464","1036796141"
"Frostburg","Frostburg","39.6506","-78.9269","United States","US","USA","Maryland","","8505","1840005622"
"Kirugāvalu","Kirugavalu","12.3667","76.9500","India","IN","IND","Karnātaka","","8268","1356485270"
"Dunavarsány","Dunavarsany","47.2828","19.0661","Hungary","HU","HUN","Pest","","8141","1348821728"
"Le Soler","Le Soler","42.6819","2.7933","France","FR","FRA","Occitanie","","7753","1250863986"
"Japaratinga","Japaratinga","-9.2544","-35.2578","Brazil","BR","BRA","Alagoas","","8403","1076750563"
"Rolesville","Rolesville","35.9224","-78.4656","United States","US","USA","North Carolina","","8501","1840017759"
"Lypovets","Lypovets","49.2161","29.0561","Ukraine","UA","UKR","Vinnyts’ka Oblast’","minor","8463","1804026252"
"Moulay Bou ’azza","Moulay Bou 'azza","33.2242","-6.1981","Morocco","MA","MAR","Béni Mellal-Khénifra","","8490","1504682453"
"Stra","Stra","45.4167","12.2500","Italy","IT","ITA","Veneto","","7635","1380271019"
"Sorbiers","Sorbiers","45.4878","4.4503","France","FR","FRA","Auvergne-Rhône-Alpes","","7856","1250041990"
"Bo‘ston","Bo`ston","41.8478","60.9300","Uzbekistan","UZ","UZB","Qoraqalpog‘iston","","8488","1860795913"
"Karatber","Karatber","22.4977","88.0649","India","IN","IND","West Bengal","","6729","1356478438"
"Biryusinsk","Biryusinsk","55.9500","97.8167","Russia","RU","RUS","Irkutskaya Oblast’","","8497","1643008672"
"Mina Clavero","Mina Clavero","-31.7239","-65.0050","Argentina","AR","ARG","Córdoba","","8487","1032241641"
"Kolleti Kota","Kolleti Kota","16.6260","81.2890","India","IN","IND","Andhra Pradesh","","8325","1356596352"
"Kemer","Kemer","36.6000","30.5500","Turkey","TR","TUR","Antalya","minor","8449","1792680664"
"Viechtach","Viechtach","49.0792","12.8847","Germany","DE","DEU","Bavaria","","8364","1276786566"
"Heuchelheim","Heuchelheim","50.5833","8.6333","Germany","DE","DEU","Hesse","","7764","1276621063"
"Túrkeve","Turkeve","47.1000","20.7500","Hungary","HU","HUN","Jász-Nagykun-Szolnok","","8462","1348829322"
"Neuenbürg","Neuenburg","48.8461","8.5889","Germany","DE","DEU","Baden-Württemberg","","8206","1276032527"
"Booneville","Booneville","34.6643","-88.5684","United States","US","USA","Mississippi","","8497","1840013591"
"Sallisaw","Sallisaw","35.4605","-94.8070","United States","US","USA","Oklahoma","","8497","1840021749"
"Fusignano","Fusignano","44.4667","11.9500","Italy","IT","ITA","Emilia-Romagna","","8164","1380509273"
"Vohburg an der Donau","Vohburg an der Donau","48.7667","11.6167","Germany","DE","DEU","Bavaria","","8312","1276723735"
"Buryn","Buryn","51.1951","33.8262","Ukraine","UA","UKR","Sums’ka Oblast’","","8476","1804760252"
"East York","East York","39.9687","-76.6759","United States","US","USA","Pennsylvania","","8495","1840034943"
"Boured","Boured","34.7344","-4.0947","Morocco","MA","MAR","Fès-Meknès","","8434","1504251156"
"Ōwani","Owani","40.5183","140.5678","Japan","JP","JPN","Aomori","","8442","1392282662"
"Fabrica di Roma","Fabrica di Roma","42.3347","12.3003","Italy","IT","ITA","Lazio","","8256","1380454826"
"Sitka","Sitka","57.2401","-135.3153","United States","US","USA","Alaska","","8493","1840023319"
"Verolanuova","Verolanuova","45.3258","10.0758","Italy","IT","ITA","Lombardy","","8175","1380013756"
"Chiwemla","Chiwemla","17.1528","79.6861","India","IN","IND","Telangana","","8016","1356080354"
"Zāzerān","Zazeran","32.6025","51.4969","Iran","IR","IRN","Eşfahān","","7670","1364024070"
"Campo Maior","Campo Maior","39.0167","-7.0667","Portugal","PT","PRT","Portalegre","minor","8456","1620866518"
"Stuttgart","Stuttgart","34.4950","-91.5485","United States","US","USA","Arkansas","","8490","1840015556"
"Bolgar","Bolgar","54.9667","49.0333","Russia","RU","RUS","Tatarstan","","8476","1643006914"
"Jamkarān","Jamkaran","34.5856","50.9072","Iran","IR","IRN","Qom","","8368","1364016268"
"Aksakovo","Aksakovo","43.2608","27.8159","Bulgaria","BG","BGR","Varna","","8064","1100727470"
"Padrón","Padron","42.7381","-8.6603","Spain","ES","ESP","Galicia","","8317","1724909987"
"Visp","Visp","46.2922","7.8828","Switzerland","CH","CHE","Valais","","7891","1756588096"
"Bünyan","Bunyan","38.8486","35.8592","Turkey","TR","TUR","Kayseri","minor","8467","1792359826"
"Namsos","Namsos","64.4670","11.4940","Norway","NO","NOR","Nord-Trøndelag","minor","8471","1578576567"
"Takkellapādu","Takkellapadu","16.3111","80.4910","India","IN","IND","Andhra Pradesh","","7966","1356264331"
"San Cesario di Lecce","San Cesario di Lecce","40.3000","18.1667","Italy","IT","ITA","Puglia","","8169","1380041548"
"Bouaye","Bouaye","47.1436","-1.6889","France","FR","FRA","Pays de la Loire","","7914","1250660358"
"Kumphawapi","Kumphawapi","17.1151","103.0186","Thailand","TH","THA","Udon Thani","minor","8341","1764109555"
"Coxsackie","Coxsackie","42.3465","-73.8624","United States","US","USA","New York","","8485","1840004651"
"Derecske","Derecske","47.3537","21.5718","Hungary","HU","HUN","Hajdú-Bihar","minor","8403","1348758778"
"Concord","Concord","42.5450","-78.7075","United States","US","USA","New York","","8484","1840058009"
"Mystic Island","Mystic Island","39.5659","-74.3831","United States","US","USA","New Jersey","","8484","1840005530"
"Waterford","Waterford","42.8044","-73.6917","United States","US","USA","New York","","8484","1840004253"
"Cohasset","Cohasset","42.2363","-70.8189","United States","US","USA","Massachusetts","","8484","1840053546"
"Dhanbela","Dhanbela","22.9113","88.5345","India","IN","IND","West Bengal","","6659","1356427101"
"Titz","Titz","51.0062","6.4248","Germany","DE","DEU","North Rhine-Westphalia","","8361","1276103256"
"Géri","Geri","35.1062","33.4195","Cyprus","CY","CYP","Lefkosía","","8235","1196343994"
"Araponga","Araponga","-20.6669","-42.5208","Brazil","BR","BRA","Minas Gerais","","8453","1076338806"
"Vera Cruz do Oeste","Vera Cruz do Oeste","-25.0578","-53.8769","Brazil","BR","BRA","Paraná","","8454","1076985439"
"Kecel","Kecel","46.5250","19.2547","Hungary","HU","HUN","Bács-Kiskun","","8406","1348688027"
"Willow Street","Willow Street","39.9809","-76.2705","United States","US","USA","Pennsylvania","","8478","1840005494"
"Trignac","Trignac","47.3181","-2.1892","France","FR","FRA","Pays de la Loire","","7926","1250010141"
"Lansdowne","Lansdowne","39.2365","-76.6659","United States","US","USA","Maryland","","8477","1840026625"
"Allersberg","Allersberg","49.2500","11.2333","Germany","DE","DEU","Bavaria","","8337","1276360092"
"Elísio Medrado","Elisio Medrado","-12.9458","-39.5219","Brazil","BR","BRA","Bahia","","8434","1076715584"
"Hillsboro","Hillsboro","32.0091","-97.1151","United States","US","USA","Texas","","8476","1840020783"
"Summit View","Summit View","47.1343","-122.3468","United States","US","USA","Washington","","8475","1840042106"
"Hipadpad","Hipadpad","12.2833","125.2333","Philippines","PH","PHL","Eastern Samar","","8439","1608115701"
"Vedano Olona","Vedano Olona","45.7769","8.8869","Italy","IT","ITA","Lombardy","","7425","1380000127"
"Corona de Tucson","Corona de Tucson","31.9495","-110.7836","United States","US","USA","Arizona","","8470","1840018106"
"Araguaçu","Araguacu","-12.9308","-49.8258","Brazil","BR","BRA","Tocantins","","8467","1076258088"
"Habay-la-Vieille","Habay-la-Vieille","49.7303","5.6464","Belgium","BE","BEL","Wallonia","","8387","1056000063"
"Novoli","Novoli","40.3833","18.0500","Italy","IT","ITA","Puglia","","8024","1380699602"
"Dommaranandyāla","Dommaranandyala","14.8644","78.3658","India","IN","IND","Andhra Pradesh","","8337","1356029664"
"Carnoux-en-Provence","Carnoux-en-Provence","43.2564","5.5644","France","FR","FRA","Provence-Alpes-Côte d’Azur","","6564","1250002899"
"Strathaven","Strathaven","55.6770","-4.0650","United Kingdom","GB","GBR","South Lanarkshire","","7350","1826467940"
"Fethiye","Fethiye","36.6206","29.1142","Turkey","TR","TUR","Muğla","minor","8386","1792001223"
"Bushkill","Bushkill","40.7976","-75.3281","United States","US","USA","Pennsylvania","","8466","1840144379"
"Middleton","Middleton","43.7114","-116.6155","United States","US","USA","Idaho","","8466","1840020040"
"Lure","Lure","47.6831","6.4967","France","FR","FRA","Bourgogne-Franche-Comté","minor","8131","1250564502"
"Estrêla d’Oeste","Estrela d'Oeste","-20.2878","-50.4008","Brazil","BR","BRA","São Paulo","","8462","1076949391"
"L’Aigle","L'Aigle","48.7650","0.6275","France","FR","FRA","Normandie","","8019","1250700149"
"Lège-Cap-Ferret","Lege-Cap-Ferret","44.7931","-1.1464","France","FR","FRA","Nouvelle-Aquitaine","","8374","1250657990"
"Orocué","Orocue","4.7897","-71.3392","Colombia","CO","COL","Casanare","minor","8460","1170535682"
"Toritto","Toritto","41.0000","16.6833","Italy","IT","ITA","Puglia","","8352","1380760026"
"Kerrouchen","Kerrouchen","32.7986","-5.3225","Morocco","MA","MAR","Béni Mellal-Khénifra","","7021","1504390650"
"Tha Maka","Tha Maka","13.9203","99.7667","Thailand","TH","THA","Kanchanaburi","minor","8093","1764775732"
"As Sallūm","As Sallum","31.5525","25.1575","Egypt","EG","EGY","Maţrūḩ","","8445","1818639105"
"Brętowo","Bretowo","54.3667","18.5667","Poland","PL","POL","Pomorskie","","7433","1616165883"
"Moyeuvre-Grande","Moyeuvre-Grande","49.2528","6.0458","France","FR","FRA","Grand Est","","7662","1250235688"
"Tuscumbia","Tuscumbia","34.7204","-87.7035","United States","US","USA","Alabama","","8461","1840005567"
"Vetluga","Vetluga","57.8556","45.7811","Russia","RU","RUS","Nizhegorodskaya Oblast’","","8455","1643763895"
"Tobyhanna","Tobyhanna","41.1113","-75.5211","United States","US","USA","Pennsylvania","","8459","1840035224"
"Mason","Mason","42.5806","-84.4427","United States","US","USA","Michigan","","8458","1840003104"
"Vern-sur-Seiche","Vern-sur-Seiche","48.0447","-1.6003","France","FR","FRA","Bretagne","","8049","1250921541"
"Nörten-Hardenberg","Norten-Hardenberg","51.6288","9.9359","Germany","DE","DEU","Lower Saxony","","8304","1276217094"
"Anigandlapādu","Anigandlapadu","16.8920","80.2870","India","IN","IND","Andhra Pradesh","","8062","1356312137"
"Dauphin","Dauphin","51.1992","-100.0633","Canada","CA","CAN","Manitoba","","8457.00","1124144510"
"Ghassat","Ghassat","31.1697","-6.8042","Morocco","MA","MAR","Drâa-Tafilalet","","8448","1504078332"
"Houplines","Houplines","50.6908","2.9092","France","FR","FRA","Hauts-de-France","","7770","1250579739"
"Humboldt","Humboldt","35.8254","-88.9043","United States","US","USA","Tennessee","","8456","1840014484"
"Baiersdorf","Baiersdorf","49.6564","11.0328","Germany","DE","DEU","Bavaria","","7794","1276096763"
"Barton","Barton","42.0812","-76.4982","United States","US","USA","New York","","8455","1840057223"
"Chantonnay","Chantonnay","46.6869","-1.0506","France","FR","FRA","Pays de la Loire","","8354","1250375358"
